7H,16726.0,ANI,5967.0,SHX,7090.0,Y,0,CNC
7H,16726.0,ANV,6713.0,HCR,5962.0,Y,0,CNC
7H,16726.0,ANV,6713.0,KGX,7219.0,Y,0,CNC
7H,16726.0,ATK,6714.0,AIN,7220.0,Y,0,CNC
7H,16726.0,ATK,6714.0,BRW,3571.0,Y,0,CNC
7H,16726.0,ATT,4385.0,BET,3599.0,Y,0,CNA
7H,16726.0,AUK,7199.0,EMK,7087.0,Y,0,CNA
7H,16726.0,AUK,7199.0,SXP,7200.0,Y,0,CNA
7H,16726.0,BET,3599.0,CYF,6960.0,Y,0,CNA
7H,16726.0,BET,3599.0,EEK,7093.0,Y,0,CNA
7H,16726.0,BET,3599.0,HPB,6716.0,Y,0,CNA
7H,16726.0,BET,3599.0,KKH,7213.0,Y,0,CNA
7H,16726.0,BET,3599.0,KLG,5964.0,Y,0,CNA CNC
7H,16726.0,BET,3599.0,KUK,7094.0,Y,0,CNA
7H,16726.0,BET,3599.0,KWK,7096.0,Y,0,CNA
7H,16726.0,BET,3599.0,KWN,7206.0,Y,0,CNA
7H,16726.0,BET,3599.0,KWT,7095.0,Y,0,CNA
7H,16726.0,BET,3599.0,MLL,7097.0,Y,0,CNA
7H,16726.0,BET,3599.0,NME,8199.0,Y,0,CNA CNC
7H,16726.0,BET,3599.0,OOK,8200.0,Y,0,CNA CNC
7H,16726.0,BET,3599.0,PQS,7216.0,Y,0,CNA
7H,16726.0,BET,3599.0,TLT,7218.0,Y,0,CNA
7H,16726.0,BET,3599.0,VAK,5968.0,Y,0,CNA
7H,16726.0,BET,3599.0,WTL,7099.0,Y,0,CNA
7H,16726.0,BKC,7178.0,DRG,6755.0,Y,0,CNC
7H,16726.0,BKC,7178.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,BRW,3571.0,AIN,7220.0,Y,0,BE1 CNC
7H,16726.0,BRW,3571.0,ATK,6714.0,Y,0,CNC
7H,16726.0,BRW,3571.0,NUI,7092.0,Y,0,BE1
7H,16726.0,BRW,3571.0,PIZ,3414.0,Y,0,CNC BE1
7H,16726.0,BTI,3411.0,FYU,3420.0,Y,0,BE1
7H,16726.0,BTI,3411.0,SCC,3620.0,Y,0,BE1
7H,16726.0,CHU,7091.0,CKD,7238.0,Y,0,CNA
7H,16726.0,CKD,7238.0,RDV,7239.0,Y,0,CNA
7H,16726.0,CKD,7238.0,SLQ,7240.0,Y,0,CNA
7H,16726.0,CYF,6960.0,BET,3599.0,Y,0,CNA
7H,16726.0,CYF,6960.0,KPN,7201.0,Y,0,CNA
7H,16726.0,DRG,6755.0,BKC,7178.0,Y,0,CNC
7H,16726.0,DRG,6755.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,EEK,7093.0,KWN,7206.0,Y,0,CNA
7H,16726.0,ELI,7184.0,KKA,7190.0,Y,0,PAG
7H,16726.0,ELI,7184.0,OME,3615.0,Y,0,PAG
7H,16726.0,EMK,7087.0,AUK,7199.0,Y,0,CNA
7H,16726.0,EMK,7087.0,KOT,7207.0,Y,0,CNA
7H,16726.0,FAI,3832.0,FYU,3420.0,Y,0,BE1
7H,16726.0,FAI,3832.0,RBY,6722.0,Y,0,CNC
7H,16726.0,FYU,3420.0,BTI,3411.0,Y,0,BE1
7H,16726.0,FYU,3420.0,FAI,3832.0,Y,0,BE1
7H,16726.0,GAL,3764.0,HSL,7108.0,Y,0,CNC
7H,16726.0,GAL,3764.0,KAL,6717.0,Y,0,CNC
7H,16726.0,GAL,3764.0,NUL,7111.0,Y,0,CNC BE1
7H,16726.0,GAL,3764.0,RBY,6722.0,Y,0,CNC
7H,16726.0,GAM,6715.0,OME,3615.0,Y,0,BE1
7H,16726.0,GAM,6715.0,SVA,6724.0,Y,0,BE1
7H,16726.0,GLV,7185.0,OME,3615.0,Y,0,PAG
7H,16726.0,GLV,7185.0,WMO,7188.0,Y,0,PAG
7H,16726.0,HCR,5962.0,ANI,5967.0,Y,0,CNC
7H,16726.0,HCR,5962.0,ANV,6713.0,Y,0,CNC
7H,16726.0,HPB,6716.0,SCM,7209.0,Y,0,CNA
7H,16726.0,HPB,6716.0,VAK,5968.0,Y,0,CNA
7H,16726.0,HSL,7108.0,GAL,3764.0,Y,0,CNC
7H,16726.0,HSL,7108.0,KYU,7208.0,Y,0,CNC
7H,16726.0,IAN,7179.0,ORV,7181.0,Y,0,CNC
7H,16726.0,IAN,7179.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,KAL,6717.0,GAL,3764.0,Y,0,CNC BE1
7H,16726.0,KAL,6717.0,NUL,7111.0,Y,0,CNC
7H,16726.0,KGX,7219.0,ANV,6713.0,Y,0,CNC
7H,16726.0,KGX,7219.0,SHX,7090.0,Y,0,CNC
7H,16726.0,KKA,7190.0,ELI,7184.0,Y,0,PAG
7H,16726.0,KKA,7190.0,SKK,7192.0,Y,0,PAG
7H,16726.0,KKA,7190.0,UNK,7088.0,Y,0,CNC
7H,16726.0,KKH,7213.0,BET,3599.0,Y,0,CNA
7H,16726.0,KKH,7213.0,KWK,7096.0,Y,0,CNA
7H,16726.0,KKI,9742.0,AKI,7217.0,Y,0,CNA
7H,16726.0,KKI,9742.0,KWT,7095.0,Y,0,CNA
7H,16726.0,KLG,5964.0,ANI,5967.0,Y,0,CNA CNC
7H,16726.0,KLG,5964.0,BET,3599.0,Y,0,CNA CNC
7H,16726.0,KLG,5964.0,RSH,7098.0,Y,0,CNA
7H,16726.0,KOT,7207.0,EMK,7087.0,Y,0,CNA
7H,16726.0,KOT,7207.0,KSM,6718.0,Y,0,CNA
7H,16726.0,KOT,7207.0,WBB,7193.0,Y,0,CNC
7H,16726.0,KPN,7201.0,BET,3599.0,Y,0,CNA
7H,16726.0,KPN,7201.0,CYF,6960.0,Y,0,CNA
7H,16726.0,KSM,6718.0,KOT,7207.0,Y,0,CNA
7H,16726.0,KSM,6718.0,MOU,5966.0,Y,0,CNA
7H,16726.0,KSM,6718.0,SXP,7200.0,Y,0,CNA
7H,16726.0,KTS,7183.0,TLA,7186.0,Y,0,PAG
7H,16726.0,KTS,7183.0,WAA,7187.0,Y,0,PAG
7H,16726.0,KUK,7094.0,NUP,7212.0,Y,0,CNA
7H,16726.0,KVL,6719.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,KWK,7096.0,BET,3599.0,Y,0,CNA
7H,16726.0,KWK,7096.0,KKH,7213.0,Y,0,CNA
7H,16726.0,KWK,7096.0,KPN,7201.0,Y,0,CNA
7H,16726.0,KWN,7206.0,BET,3599.0,Y,0,CNA
7H,16726.0,KWN,7206.0,TOG,6767.0,Y,0,CNA
7H,16726.0,KWT,7095.0,BET,3599.0,Y,0,CNA
7H,16726.0,KWT,7095.0,KKI,9742.0,Y,0,CNA
7H,16726.0,KYU,7208.0,GAL,3764.0,Y,0,CNC
7H,16726.0,MLL,7097.0,RSH,7098.0,Y,0,CNA
7H,16726.0,MOU,5966.0,KSM,6718.0,Y,0,CNA
7H,16726.0,MOU,5966.0,PQS,7216.0,Y,0,CNA
7H,16726.0,MYU,6720.0,BET,3599.0,Y,0,CNA CNC
7H,16726.0,NME,8199.0,OOK,8200.0,Y,0,CNA
7H,16726.0,NME,8199.0,TNK,8201.0,Y,0,CNC CNA
7H,16726.0,NUI,7092.0,BRW,3571.0,Y,0,BE1
7H,16726.0,NUI,7092.0,SCC,3620.0,Y,0,BE1
7H,16726.0,NUL,7111.0,GAL,3764.0,Y,0,CNC
7H,16726.0,NUL,7111.0,KAL,6717.0,Y,0,CNC BE1
7H,16726.0,NUP,7212.0,ATT,4385.0,Y,0,CNA
7H,16726.0,OBU,7180.0,ABL,7177.0,Y,0,CNC
7H,16726.0,OBU,7180.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,OME,3615.0,ELI,7184.0,Y,0,PAG
7H,16726.0,OME,3615.0,GAM,6715.0,Y,0,BE1
7H,16726.0,OME,3615.0,GLV,7185.0,Y,0,PAG
7H,16726.0,OME,3615.0,KTS,7183.0,Y,0,PAG
7H,16726.0,OME,3615.0,SHH,6723.0,Y,0,PAG CNT
7H,16726.0,OME,3615.0,SKK,7192.0,Y,0,PAG
7H,16726.0,OME,3615.0,SVA,6724.0,Y,0,BE1
7H,16726.0,OME,3615.0,TLA,7186.0,Y,0,PAG
7H,16726.0,OME,3615.0,UNK,7088.0,Y,0,CNC
7H,16726.0,OME,3615.0,WAA,7187.0,Y,0,PAG
7H,16726.0,OME,3615.0,WBB,7193.0,Y,0,CNC
7H,16726.0,OME,3615.0,WMO,7188.0,Y,0,PAG
7H,16726.0,OOK,8200.0,MYU,6720.0,Y,0,CNC CNA
7H,16726.0,OOK,8200.0,TNK,8201.0,Y,0,CNA
7H,16726.0,ORV,7181.0,IAN,7179.0,Y,0,CNC
7H,16726.0,ORV,7181.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,ABL,7177.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,BKC,7178.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,DRG,6755.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,IAN,7179.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,ORV,7181.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,PHO,6721.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,SHG,7117.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,WLK,7182.0,Y,0,CNC
7H,16726.0,OTZ,3693.0,WTK,6725.0,Y,0,CNC
7H,16726.0,PHO,6721.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,PHO,6721.0,PIZ,3414.0,Y,0,BE1
7H,16726.0,PIZ,3414.0,BRW,3571.0,Y,0,CNC BE1
7H,16726.0,PIZ,3414.0,PHO,6721.0,Y,0,BE1
7H,16726.0,PQS,7216.0,BET,3599.0,Y,0,CNA
7H,16726.0,PQS,7216.0,MOU,5966.0,Y,0,CNA
7H,16726.0,RBY,6722.0,FAI,3832.0,Y,0,CNC
7H,16726.0,RBY,6722.0,GAL,3764.0,Y,0,CNC
7H,16726.0,RDV,7239.0,SLQ,7240.0,Y,0,CNA
7H,16726.0,RSH,7098.0,ANI,5967.0,Y,0,CNA
7H,16726.0,RSH,7098.0,BET,3599.0,Y,0,CNA
7H,16726.0,RSH,7098.0,KLG,5964.0,Y,0,CNA
7H,16726.0,SCC,3620.0,BTI,3411.0,Y,0,BE1
7H,16726.0,SCC,3620.0,NUI,7092.0,Y,0,BE1
7H,16726.0,SCM,7209.0,BET,3599.0,Y,0,CNA
7H,16726.0,SHG,7117.0,OBU,7180.0,Y,0,CNC
7H,16726.0,SHH,6723.0,OME,3615.0,Y,0,PAG
7H,16726.0,SHH,6723.0,WAA,7187.0,Y,0,CNT
7H,16726.0,SHX,7090.0,ANI,5967.0,Y,0,CNC
7H,16726.0,SHX,7090.0,KGX,7219.0,Y,0,CNC
7H,16726.0,SKK,7192.0,KKA,7190.0,Y,0,PAG CNC
7H,16726.0,SKK,7192.0,OME,3615.0,Y,0,PAG
7H,16726.0,SKK,7192.0,UNK,7088.0,Y,0,CNC
7H,16726.0,SLQ,7240.0,ANI,5967.0,Y,0,CNA
7H,16726.0,SLQ,7240.0,SRV,7241.0,Y,0,CNA
7H,16726.0,SMK,7191.0,UNK,7088.0,Y,0,CNC
7H,16726.0,SMK,7191.0,WBB,7193.0,Y,0,CNA CNC
7H,16726.0,SRV,7241.0,ANI,5967.0,Y,0,CNA
7H,16726.0,SVA,6724.0,GAM,6715.0,Y,0,BE1
7H,16726.0,SVA,6724.0,OME,3615.0,Y,0,BE1
7H,16726.0,SXP,7200.0,AUK,7199.0,Y,0,CNA
7H,16726.0,SXP,7200.0,KSM,6718.0,Y,0,CNA
7H,16726.0,TLA,7186.0,KTS,7183.0,Y,0,PAG
7H,16726.0,TLA,7186.0,OME,3615.0,Y,0,PAG
7H,16726.0,TLT,7218.0,AKI,7217.0,Y,0,CNA
7H,16726.0,TLT,7218.0,BET,3599.0,Y,0,CNA
7H,16726.0,TNK,8201.0,WWT,8203.0,Y,0,CNC CNA
7H,16726.0,TOG,6767.0,KWN,7206.0,Y,0,CNA
7H,16726.0,UNK,7088.0,SKK,7192.0,Y,0,CNC
7H,16726.0,UNK,7088.0,SMK,7191.0,Y,0,CNA CNC
7H,16726.0,VAK,5968.0,HPB,6716.0,Y,0,CNA
7H,16726.0,VAK,5968.0,SCM,7209.0,Y,0,CNA
7H,16726.0,WAA,7187.0,KTS,7183.0,Y,0,PAG
7H,16726.0,WAA,7187.0,OME,3615.0,Y,0,PAG CNT
7H,16726.0,WBB,7193.0,KOT,7207.0,Y,0,CNC
7H,16726.0,WBB,7193.0,OME,3615.0,Y,0,CNC
7H,16726.0,WBB,7193.0,SMK,7191.0,Y,0,CNC
7H,16726.0,WBB,7193.0,UNK,7088.0,Y,0,CNA
7H,16726.0,WLK,7182.0,OTZ,3693.0,Y,0,CNC
7H,16726.0,WMO,7188.0,GLV,7185.0,Y,0,PAG
7H,16726.0,WMO,7188.0,OME,3615.0,Y,0,PAG
7H,16726.0,WTK,6725.0,KVL,6719.0,Y,0,CNC
7H,16726.0,WTL,7099.0,BET,3599.0,Y,0,CNA
7H,16726.0,WWT,8203.0,BET,3599.0,Y,0,CNA CNC
9K,1629.0,ACK,3517.0,HYA,4278.0,Y,0,CNA
9K,1629.0,HYA,4278.0,ACK,3517.0,Y,0,CNA
9W,3000.0,AJL,3039.0,CCU,3043.0,Y,0,AT7
9W,3000.0,AJL,3039.0,GAU,6173.0,Y,0,AT7
9W,3000.0,AMD,2994.0,DEL,3093.0,Y,0,738 73W
9W,3000.0,AUH,2179.0,TRV,3153.0,Y,0,320
9W,3000.0,BHO,3002.0,BOM,2997.0,Y,0,73G 738
9W,3000.0,BHO,3002.0,DEL,3093.0,Y,0,AT7
9W,3000.0,BHU,3003.0,BOM,2997.0,Y,0,73G
9W,3000.0,BLR,3131.0,CCU,3043.0,Y,0,738
9W,3000.0,BLR,3131.0,CJB,3135.0,Y,0,AT7
9W,3000.0,BLR,3131.0,COK,3136.0,Y,0,AT7
9W,3000.0,BLR,3131.0,GOI,3007.0,Y,0,AT7
9W,3000.0,BLR,3131.0,IDR,3008.0,Y,0,738
9W,3000.0,BLR,3131.0,IXE,3143.0,Y,0,AT7 738
9W,3000.0,BLR,3131.0,KUL,3304.0,Y,0,738
9W,3000.0,BLR,3131.0,MAA,3144.0,Y,0,739 AT7 738
9W,3000.0,BLR,3131.0,PNQ,3017.0,Y,0,738
9W,3000.0,BLR,3131.0,TRV,3153.0,Y,0,73H
9W,3000.0,BLR,3131.0,VTZ,3066.0,Y,0,73G
9W,3000.0,BOM,2997.0,BHO,3002.0,Y,0,73G
9W,3000.0,BOM,2997.0,BHU,3003.0,Y,0,73G
9W,3000.0,BOM,2997.0,CCJ,3137.0,Y,0,738
9W,3000.0,BOM,2997.0,CJB,3135.0,Y,0,738
9W,3000.0,BOM,2997.0,DIU,5711.0,Y,0,AT7
9W,3000.0,BOM,2997.0,IDR,3008.0,Y,0,73H 73G
9W,3000.0,BOM,2997.0,KUL,3304.0,Y,0,772
9W,3000.0,BOM,2997.0,NAG,3015.0,Y,0,73G
9W,3000.0,BOM,2997.0,NBO,4059.0,Y,0,772
9W,3000.0,BOM,2997.0,NRT,2279.0,Y,0,737
9W,3000.0,BOM,2997.0,RAJ,3019.0,Y,0,73G
9W,3000.0,BOM,2997.0,RPR,3020.0,Y,0,738
9W,3000.0,BOM,2997.0,UDR,3023.0,Y,0,73H 73G
9W,3000.0,CCJ,3137.0,BOM,2997.0,Y,0,738
9W,3000.0,CCU,3043.0,AJL,3039.0,Y,0,AT7
9W,3000.0,CCU,3043.0,BLR,3131.0,Y,0,738
9W,3000.0,CCU,3043.0,DEL,3093.0,Y,0,738
9W,3000.0,CCU,3043.0,GAU,6173.0,Y,0,AT7 738
9W,3000.0,CCU,3043.0,IXA,3038.0,Y,0,AT7
9W,3000.0,CCU,3043.0,IXR,3063.0,Y,0,AT7
9W,3000.0,CCU,3043.0,IXS,3055.0,Y,0,AT7
9W,3000.0,CCU,3043.0,IXZ,3146.0,Y,0,738
9W,3000.0,CCU,3043.0,PAT,3061.0,Y,0,AT7
9W,3000.0,CCU,3043.0,VNS,3084.0,Y,0,AT7
9W,3000.0,CCU,3043.0,VTZ,3066.0,Y,0,73G
9W,3000.0,CJB,3135.0,BLR,3131.0,Y,0,AT7
9W,3000.0,CJB,3135.0,BOM,2997.0,Y,0,738
9W,3000.0,CJB,3135.0,MAA,3144.0,Y,0,AT7
9W,3000.0,COK,3136.0,BLR,3131.0,Y,0,AT7
9W,3000.0,COK,3136.0,MAA,3144.0,Y,0,AT7 73H
9W,3000.0,DEL,3093.0,AMD,2994.0,Y,0,73W 738
9W,3000.0,DEL,3093.0,BHO,3002.0,Y,0,AT7
9W,3000.0,DEL,3093.0,CCU,3043.0,Y,0,738
9W,3000.0,DEL,3093.0,GAU,6173.0,Y,0,738
9W,3000.0,DEL,3093.0,GOP,6741.0,Y,0,AT7
9W,3000.0,DEL,3093.0,IXC,3089.0,Y,0,738 AT7
9W,3000.0,DEL,3093.0,IXJ,3100.0,Y,0,73H 738
9W,3000.0,DEL,3093.0,IXL,3104.0,Y,0,73W
9W,3000.0,DEL,3093.0,IXR,3063.0,Y,0,73H
9W,3000.0,DEL,3093.0,JDH,3097.0,Y,0,AT7
9W,3000.0,DEL,3093.0,KUL,3304.0,Y,0,333 738
9W,3000.0,DEL,3093.0,LKO,3105.0,Y,0,AT7 73W 739 738
9W,3000.0,DEL,3093.0,RPR,3020.0,Y,0,73W
9W,3000.0,DEL,3093.0,UDR,3023.0,Y,0,AT7
9W,3000.0,DEL,3093.0,VNS,3084.0,Y,0,738
9W,3000.0,DIB,3057.0,GAU,6173.0,Y,0,738
9W,3000.0,DIU,5711.0,PBD,3018.0,Y,0,AT7
9W,3000.0,GAU,6173.0,AJL,3039.0,Y,0,AT7
9W,3000.0,GAU,6173.0,CCU,3043.0,Y,0,AT7 738
9W,3000.0,GAU,6173.0,DEL,3093.0,Y,0,738
9W,3000.0,GAU,6173.0,DIB,3057.0,Y,0,738
9W,3000.0,GAU,6173.0,IMF,3050.0,Y,0,738
9W,3000.0,GAU,6173.0,IXS,3055.0,Y,0,AT7
9W,3000.0,GOI,3007.0,BLR,3131.0,Y,0,AT7
9W,3000.0,GOP,6741.0,DEL,3093.0,Y,0,AT7
9W,3000.0,IDR,3008.0,BLR,3131.0,Y,0,738
9W,3000.0,IDR,3008.0,BOM,2997.0,Y,0,73H 73G
9W,3000.0,IDR,3008.0,PNQ,3017.0,Y,0,AT7
9W,3000.0,IMF,3050.0,GAU,6173.0,Y,0,738
9W,3000.0,IXA,3038.0,CCU,3043.0,Y,0,AT7
9W,3000.0,IXC,3089.0,DEL,3093.0,Y,0,738 AT7
9W,3000.0,IXJ,3100.0,DEL,3093.0,Y,0,73H 738
9W,3000.0,IXM,3142.0,MAA,3144.0,Y,0,AT7
9W,3000.0,IXR,3063.0,CCU,3043.0,Y,0,AT7
9W,3000.0,IXR,3063.0,DEL,3093.0,Y,0,73H
9W,3000.0,IXS,3055.0,CCU,3043.0,Y,0,AT7
9W,3000.0,IXS,3055.0,GAU,6173.0,Y,0,AT7
9W,3000.0,IXZ,3146.0,CCU,3043.0,Y,0,738
9W,3000.0,JAI,3098.0,BOM,2997.0,Y,0,73G 73W
9W,3000.0,JDH,3097.0,DEL,3093.0,Y,0,AT7
9W,3000.0,KUL,3304.0,BLR,3131.0,Y,0,738
9W,3000.0,KUL,3304.0,BOM,2997.0,Y,0,772
9W,3000.0,KUL,3304.0,DEL,3093.0,Y,0,333 738
9W,3000.0,KUL,3304.0,MAA,3144.0,Y,0,738
9W,3000.0,LKO,3105.0,DEL,3093.0,Y,0,AT7 73W 739 738
9W,3000.0,MAA,3144.0,BLR,3131.0,Y,0,AT7 739 738 73H
9W,3000.0,MAA,3144.0,CJB,3135.0,Y,0,AT7
9W,3000.0,MAA,3144.0,COK,3136.0,Y,0,AT7 73H
9W,3000.0,MAA,3144.0,IXM,3142.0,Y,0,AT7
9W,3000.0,MAA,3144.0,KUL,3304.0,Y,0,738
9W,3000.0,MAA,3144.0,TRZ,3152.0,Y,0,AT7
9W,3000.0,NAG,3015.0,BOM,2997.0,Y,0,73G
9W,3000.0,NBO,4059.0,BOM,2997.0,Y,0,772 763
9W,3000.0,NRT,2279.0,BOM,2997.0,Y,0,737
9W,3000.0,PAT,3061.0,CCU,3043.0,Y,0,AT7
9W,3000.0,PBD,3018.0,BOM,2997.0,Y,0,AT7
9W,3000.0,PNQ,3017.0,BLR,3131.0,Y,0,738
9W,3000.0,PNQ,3017.0,IDR,3008.0,Y,0,AT7
9W,3000.0,RAJ,3019.0,BOM,2997.0,Y,0,73G
9W,3000.0,RPR,3020.0,BHO,3002.0,Y,0,738
9W,3000.0,RPR,3020.0,BOM,2997.0,Y,0,738
9W,3000.0,RPR,3020.0,DEL,3093.0,Y,0,73W
9W,3000.0,TRV,3153.0,AUH,2179.0,Y,0,320
9W,3000.0,TRV,3153.0,BLR,3131.0,Y,0,73H
9W,3000.0,TRZ,3152.0,MAA,3144.0,Y,0,AT7
9W,3000.0,UDR,3023.0,BOM,2997.0,Y,0,73H 73G
9W,3000.0,UDR,3023.0,DEL,3093.0,Y,0,AT7
9W,3000.0,VNS,3084.0,CCU,3043.0,Y,0,AT7
9W,3000.0,VNS,3084.0,DEL,3093.0,Y,0,738
9W,3000.0,VTZ,3066.0,BLR,3131.0,Y,0,73G
9W,3000.0,VTZ,3066.0,CCU,3043.0,Y,0,73G
A3,96.0,ARN,737.0,SKG,1486.0,Y,0,736
A3,96.0,ATH,3941.0,OSL,644.0,Y,0,73W 73G
A3,96.0,ATH,3941.0,PHL,3752.0,Y,0,332
A3,96.0,CPH,609.0,SKG,1486.0,Y,0,320
A3,96.0,GVA,1665.0,OPO,1636.0,Y,0,320 319
A3,96.0,OSL,644.0,ATH,3941.0,Y,0,73W 73G
A3,96.0,PHL,3752.0,ATH,3941.0,Y,0,332
A3,96.0,SKG,1486.0,ARN,737.0,Y,0,736
A3,96.0,SKG,1486.0,CPH,609.0,Y,0,320
AA,24.0,ABE,4355.0,CLT,3876.0,Y,0,CR9 CR7 CRJ
AA,24.0,ABI,3718.0,DFW,3670.0,Y,0,ERD ER4 CRJ
AA,24.0,ABQ,4019.0,LAX,3484.0,Y,0,CR7 CRJ
AA,24.0,ABQ,4019.0,ORD,3830.0,Y,0,E75
AA,24.0,ABQ,4019.0,PHX,3462.0,Y,0,CRJ CR9
AA,24.0,ABZ,532.0,LHR,507.0,Y,0,321 320 319
AA,24.0,ACC,248.0,LHR,507.0,Y,0,744
AA,24.0,ACT,3700.0,DFW,3670.0,Y,0,ER4 ERD
AA,24.0,ADL,3341.0,BNE,3320.0,Y,0,737
AA,24.0,ADL,3341.0,SYD,3361.0,Y,0,737
AA,24.0,AEX,3852.0,DFW,3670.0,Y,0,ER4 CRJ ERD
AA,24.0,AGP,1230.0,LHR,507.0,Y,0,320
AA,24.0,AGS,3658.0,DCA,3520.0,Y,0,CRJ
AA,24.0,AGU,1785.0,DFW,3670.0,Y,0,ER4
AA,24.0,AKL,2006.0,BNE,3320.0,Y,0,737
AA,24.0,AKL,2006.0,PPT,4075.0,Y,0,340
AA,24.0,AKL,2006.0,SYD,3361.0,Y,0,737
AA,24.0,ALB,3864.0,DCA,3520.0,Y,0,E75 CRJ E70
AA,24.0,ALO,5718.0,ORD,3830.0,Y,0,ERD
AA,24.0,AMA,3840.0,DFW,3670.0,Y,0,ER4 CRJ ERD
AA,24.0,AMM,2170.0,JFK,3797.0,Y,0,340 330
AA,24.0,AMM,2170.0,ORD,3830.0,Y,0,340
AA,24.0,AMM,2170.0,YUL,146.0,Y,0,330
AA,24.0,AMS,580.0,LHR,507.0,Y,0,320 767 321 319
AA,24.0,ANC,3774.0,LAX,3484.0,Y,0,737
AA,24.0,AQP,2802.0,LIM,2789.0,Y,0,319
AA,24.0,ARN,737.0,LHR,507.0,Y,0,320 321 319
AA,24.0,ART,3838.0,ORD,3830.0,Y,0,ERD
AA,24.0,ART,3838.0,PHL,3752.0,Y,0,CRJ
AA,24.0,ASP,3319.0,SYD,3361.0,Y,0,737
AA,24.0,ATH,3941.0,LHR,507.0,Y,0,320 767
AA,24.0,ATL,3682.0,CLT,3876.0,Y,0,319 320 CR9 321
AA,24.0,ATL,3682.0,LHR,507.0,Y,0,777
